Date,Mean Observed Flux Prior Day,Mean Adjusted Flux Prior Day,Mean URSI Flux Prior Day,Variation Percentage Observed Flux Prior Day,Variation Percentage Adjusted Flux Prior Day,Variation Percentage URSI Flux Prior Day
2018-09-06,67.26666666666667,68.36666666666666,61.56666666666666,0.14903129657229292,0.14662756598239635,0.16286644951140297
2018-09-07,67.33333333333333,68.36666666666666,61.56666666666666,-0.8875739644970331,-0.728862973760933,-0.8090614886731393
2018-09-08,67.63333333333334,68.7,61.833333333333336,-0.8823529411764622,-1.013024602026033,-0.964630225080388
2018-09-09,68.8,69.83333333333333,62.86666666666667,-2.7220630372492716,-2.8208744710860363,-2.8213166144200583
2018-09-10,68.53333333333335,69.53333333333335,62.56666666666666,-0.8708272859216378,-0.8583690987124585,-0.7949125596184419
2018-09-11,68.76666666666667,69.7,62.76666666666667,-1.0144927536231925,-1.1428571428571388,-1.1111111111111156
2018-09-12,69.86666666666667,70.76666666666667,63.699999999999996,-2.5352112676056295,-2.503477051460377,-2.472952086553325
2018-09-13,68.89999999999999,69.8,62.833333333333336,0.0,0.0,-0.16000000000000228
2018-09-14,69.3,70.13333333333334,63.1,1.3100436681222583,1.2949640287769866,1.4399999999999977
2018-09-15,69.03333333333333,69.83333333333333,62.86666666666667,-0.7215007215007215,-0.7132667617689016,-0.7923930269413629
2018-09-16,68.39999999999999,69.13333333333334,62.23333333333333,0.43988269794720986,0.5805515239477379,0.6451612903225784
2018-09-17,68.5,69.23333333333333,62.300000000000004,-1.455604075691412,-1.582733812949632,-1.4399999999999977
2018-09-18,67.63333333333333,68.33333333333333,61.46666666666667,-1.3235294117647143,-1.310043668122279,-1.294498381877018
2018-09-19,67.8,68.5,61.63333333333333,-1.612903225806464,-1.596516690856326,-1.6129032258064515
2018-09-20,67.56666666666666,68.16666666666667,61.333333333333336,0.297176820208028,0.29455081001471073,0.3273322422258523
2018-09-21,66.96666666666665,67.53333333333335,60.76666666666667,-1.6248153618907069,-1.4662756598240467,-1.4657980456026036
2018-09-22,66.76666666666667,67.26666666666667,60.53333333333333,1.510574018126888,1.4992503748125936,1.3311148086522415
2018-09-23,67.36666666666667,67.86666666666667,61.06666666666666,-0.29761904761905184,-0.2954209748892213,-0.3284072249589421
2018-09-24,68.23333333333333,68.7,61.833333333333336,-0.7309941520467835,-0.8708272859216378,-0.8064516129032258
2018-09-25,68.36666666666666,68.8,61.9,-1.310043668122279,-1.1577424023154808,-1.2861736334405212
2018-09-26,68.36666666666666,68.73333333333333,61.86666666666667,-0.43541364296082924,-0.5772005772005648,-0.6410256410256387
2018-09-27,68.96666666666665,69.26666666666667,62.36666666666667,-1.0101010101010142,-1.0057471264367652,-1.1164274322169103
2018-09-28,67.86666666666666,68.16666666666667,61.366666666666674,-1.5988372093023173,-1.5918958031837835,-1.607717041800643
2018-09-29,68.10000000000001,68.39999999999999,61.56666666666666,-3.2023289665211103,-3.188405797101453,-3.22061191626409
2018-09-30,68.8,69.0,62.1,0.14534883720931474,0.14492753623187582,0.16103059581320678
2018-10-01,68.43333333333334,68.63333333333334,61.76666666666667,-0.8720930232558057,-0.869565217391296,-0.8051529790660225
2018-10-02,69.46666666666667,69.63333333333333,62.63333333333333,0.7256894049346879,0.869565217391296,0.8051529790660225
2018-10-03,67.7,67.8,61.03333333333333,0.14705882352940342,0.14684287812042368,0.16313213703099744
2018-10-04,68.13333333333334,68.2,61.4,-1.1695906432748704,-1.167883211678828,-1.2965964343598124
2018-10-05,67.16666666666667,67.16666666666667,60.5,-1.917404129793506,-1.917404129793506,-1.96399345335516
2018-10-06,68.33333333333333,68.33333333333333,61.5,-1.311953352769667,-1.311953352769667,-1.4563106796116483
2018-10-07,68.53333333333333,68.46666666666665,61.63333333333333,-0.29154518950435665,-0.29197080291971217,-0.32414910858995594
2018-10-08,68.83333333333333,68.76666666666667,61.833333333333336,0.29239766081869684,0.14619883040934842,0.1626016260162625
2018-10-09,68.56666666666666,68.43333333333334,61.6,-0.4373177842565556,-0.5839416058394243,-0.6482982171799119
2018-10-10,69.43333333333334,69.26666666666667,62.333333333333336,1.1594202898550683,1.0159651669085465,0.9677419354838732
2018-10-11,70.0,69.8,62.833333333333336,-0.28490028490028896,-0.2857142857142898,-0.317460317460322
2018-10-12,70.86666666666666,70.63333333333334,63.56666666666666,-0.7032348804500704,-0.7052186177715091,-0.7836990595611286
2018-10-13,71.73333333333333,71.43333333333334,64.3,0.0,0.0,0.0
